id,genre
10442,Romance
104427,Comedy
10443,Drama
104430,Drama
104430,War
104431,Drama
104431,Foreign
104433,Drama
104433,History
104433,Romance
104435,Comedy
104435,Drama
104439,Adventure
104439,Crime
104439,Romance
104449,Comedy
104449,Romance
10445,Drama
10445,Romance
104460,Documentary
104462,Comedy
104462,Horror
104469,Horror
10447,Action
10447,Drama
10447,Science Fiction
10447,Thriller
104471,Horror
104473,Action
104473,War
104473,Drama
104473,History
104476,Fantasy
10448,Adventure
104485,Drama
104485,Adventure
10449,Drama
10449,Romance
10450,Thriller
10450,Comedy
104505,Drama
104505,Comedy
104505,Romance
104505,Foreign
10451,Comedy
10451,Drama
10451,Romance
104515,Comedy
104515,Drama
10452,Drama
10452,History
104522,Animation
104522,Drama
104524,Drama
104524,Fantasy
104524,Horror
104528,Horror
104548,Horror
104548,Foreign
104549,Drama
104549,Music
104556,Comedy
10458,Action
10458,Thriller
10458,Crime
104602,Comedy
104606,Comedy
104606,Action
104607,Drama
10461,Action
10461,Drama
10461,Thriller
10461,Crime
10462,Comedy
104634,Drama
104638,Western
104638,Comedy
10464,Comedy
10464,Drama
10464,Family
10464,Romance
104644,Horror
104659,Drama
104659,Romance
10466,Comedy
10466,Romance
10467,Comedy
10467,Romance
104674,Drama
10468,Comedy
10468,Drama
10469,Comedy
10469,Mystery
10469,Thriller
104694,Documentary
104696,Fantasy
104697,Comedy
104697,Fantasy
10470,Animation
10470,Comedy
104700,Fantasy
104702,Fantasy
104704,Horror
104704,Comedy
104704,Fantasy
104709,Thriller
10471,Comedy
104710,Documentary
104711,Adventure
104718,Documentary
10472,Comedy
10472,Drama
10472,Family
10472,Romance
104720,Drama
104729,Horror
104729,Comedy
104729,Romance
10473,Action
10473,Adventure
10473,Comedy
10473,Fantasy
104732,Documentary
104739,Documentary
104739,Foreign
10474,Drama
10474,Crime
104744,Drama
104744,Comedy
10475,Comedy
10475,Drama
10475,Romance
104755,Horror
104755,Thriller
10476,Drama
10477,Action
104776,Drama
10478,Comedy
10478,Drama
10478,Romance
10479,Action
10479,Adventure
10479,Drama
10479,History
10479,War
10480,Comedy
10480,Crime
10480,Thriller
10481,Comedy
10481,Family
104810,Drama
104810,Romance
10482,Comedy
10483,Action
10483,Thriller
10483,Science Fiction
10484,Comedy
104848,Documentary
10485,Comedy
10485,Family
10485,Fantasy
104852,Documentary
104858,Documentary
104859,Comedy
10486,Comedy
10486,Family
10486,Romance
104866,Romance
104866,Horror
104866,Thriller
104878,Drama
10488,Adventure
10488,Comedy
10488,Family
10488,Fantasy
104880,Documentary
10489,Horror
10489,Thriller
104896,Drama
104896,Family
1049,Drama
1049,Thriller
1049,Mystery
1049,Romance
10490,Comedy
10491,Mystery
10491,Drama
10491,Thriller
10491,Romance
10491,War
10492,Horror
10492,Foreign
104927,Horror
10493,Crime
10493,Thriller
10493,Horror
10493,Drama
104931,Documentary
104935,Thriller
10494,Animation
10494,Thriller
104945,Thriller
104945,Science Fiction
10495,Family
